Column,BRAND,REVENUE,UNITS_MOVED
2451,OLDE MECKLENBURG,$439.56,44.00
2077,MARINER,$439.23,77.00
2856,REVLON,$438.34,72.00
3226,STAUFFERS,$438.20,180.00
3765,ZONIN,$437.75,25.00
3543,UNIQUE,$436.54,146.00
3589,VICTORIA,$435.14,66.00
648,CHALK HILL,$434.85,15.00
3135,SMITH & HOOK,$434.85,15.00
2802,RAVENSWOOD,$434.72,28.00
312,BENADRYL,$434.48,66.00
488,BUCHI,$434.28,132.00
2341,NESTLE,$433.66,150.00
701,CHLOE WINES,$432.72,28.00
1397,GOLDEN FLAKE,$431.59,151.00
1974,LING LING,$431.46,54.00
760,COCOA PUFFS,$431.38,96.00
1169,FERRARI CARANO,$430.83,17.00
3574,VEG ALL,$430.28,196.00
613,CASTELLO,$429.93,57.00
3612,VITAFUSION,$429.82,36.00
3697,WISH-BONE,$429.10,126.00
1207,FLONASE,$428.85,21.00
414,BONTERRA,$428.75,25.00
3171,SOUR PATCH,$428.59,131.00
202,AVIATOR,$428.52,48.00
3723,YANCEYS FANCY,$428.34,66.00
1534,HI WIRE,$427.64,36.00
1555,HOLLAND HOUSE,$427.37,109.00
1013,DREAM BONE,$427.34,54.00
952,DESERT PEPPER,$427.17,93.00
622,CATTLEMANS CUT,$426.80,32.00
3748,ZAPPS,$425.79,171.00
1775,KELLOGGS CRISPIX,$425.02,98.00
904,DANISH CREAMERY,$424.90,120.00
2826,RED OVAL FARMS,$424.27,103.00
3527,TWO BITE,$424.13,87.00
2277,MURRYS,$424.01,109.00
2294,NANCYS,$423.91,89.00
3334,SYCAMORE BREWING,$423.67,33.00
2148,MICHAELS OF BROOKLYN,$423.58,42.00
282,BEAR NAKED,$422.06,94.00
1419,GOODNITES,$421.42,38.00
727,CLARITIN,$420.53,31.00
659,CHARLES SMITH,$419.80,20.00
2614,PIATTELLI,$419.79,21.00
2015,LOVE BEAUTY AND PLANET,$419.39,53.00
374,BLUE HILL BAY,$419.30,70.00
89,ALMADEN,$417.81,19.00
1280,FULLSTEAM,$417.62,38.00
3372,TERRA,$417.01,87.00
291,BEECH NUT,$416.50,326.00
1965,LIGHTLIFE,$416.14,86.00
1915,LANDSHARK,$415.70,30.00
3276,SUGAR IN THE RAW,$415.56,116.00
1265,FRIENDLYS,$414.43,179.00
2482,ORIN SWIFT,$413.90,10.00
3472,TOUFAYAN,$411.90,160.00
1288,G E,$411.70,88.00
3247,STONE BREWING,$409.75,25.00
1030,DUCK RABBIT,$409.66,34.00
1547,HINNANT FAMILY VINEYARD,$409.59,41.00
2835,REDDY ICE,$408.36,164.00
686,CHEVALIER DU GRAND,$407.79,21.00
248,BARCEL,$407.56,140.00
708,CHOLULA,$407.12,78.00
1099,ENDANGERED SPECIES,$406.13,131.00
2116,MCCAFE,$405.32,48.00
3023,SEAL THE SEASONS,$405.27,63.00
647,CETAPHIL,$405.17,37.00
28,A TASTE OF THAI,$405.11,137.00
3303,SUPERPRETZEL,$404.68,96.00
1917,LANTANA,$404.19,81.00
2927,RUTHS,$403.20,130.00
1023,DROMEDARY,$401.89,271.00
3460,TOOTSIE ROLL,$401.56,100.00
2944,SALEM,$401.33,37.00
147,ARBOR MIST,$400.52,48.00
707,CHOCOVINE,$399.75,25.00
840,CRABBIES,$399.60,40.00
3158,SOLA,$399.59,83.00
1896,LA PANZANELLA,$399.20,80.00
2579,PEPPERWOOD GROVE,$398.60,40.00
303,BELLA SUN LUCI,$398.10,90.00
2298,NATHANS,$396.57,109.00
1470,HAAS FRANZISKUS,$395.78,22.00
536,CAL ORGANIC FARMS,$395.77,123.00
2284,MY THREE SONS,$394.46,54.00
1062,EASY CHEESE,$394.12,78.00
2475,OREGON FRUIT PRODUCTS,$390.77,73.00
2839,REEDS,$389.79,71.00
281,BEAR CREEK,$389.38,102.00
1658,JAMESTOWN,$389.30,170.00
3319,SWEET WATER,$387.80,70.00
493,BUD LIGHT RITA,$387.80,44.00
1891,LA MEXICANA,$387.03,97.00
1398,GOLDEN GRAHAMS,$386.04,90.00
3335,SYSTANE,$385.49,23.00
3212,STANS,$383.61,89.00
3457,TOMS OF MAINE,$381.86,64.00
1004,DR BROWNS,$381.84,296.00
1402,GOLDING FARMS,$381.18,126.00
1003,DR BRONNERS,$381.07,65.00
3345,TAI PEI,$380.81,113.00
2631,PIRANHA,$380.75,30.00
3693,WINDEX,$380.35,77.00
516,BUTCHERS BLOCK BONES,$379.98,102.00
670,CHATEAU STE MICH,$379.81,19.00
1325,GEMMA DI LUNA,$379.80,20.00
1766,KELCHNERS,$379.73,127.00
1227,FORTES,$379.62,38.00
1067,ECKRICH,$379.25,85.00
1564,HONEST KIDS,$379.05,95.00
744,CLIF KID,$378.41,75.00
2173,MILLER,$378.28,74.00
2123,MEIOMI,$377.86,14.00
2011,LOUIS JADOT,$377.77,23.00
1798,KENTUCKY LEGEND,$377.36,64.00
1742,KARS,$377.17,83.00
250,BARD VALLEY NATURAL DELIGHTS,$375.53,47.00
997,DOUBLE Q,$374.08,106.00
1830,KINNIKINNICK,$373.94,72.00
2813,REALEMON,$373.64,132.00
2697,PRIMAL KITCHEN,$373.30,50.00
1034,DUCLAW BREWING,$372.64,36.00
2748,PURINA KIT N KABOODLE,$372.11,29.00
1119,ETERNAL,$372.06,114.00
1919,LARRYS COFFEE,$371.69,31.00
351,BLACK FOREST,$371.62,162.00
242,BANTRY BAY,$371.38,62.00
2568,PEGGY ROSES,$370.47,53.00
761,COCOBON,$369.54,46.00
155,ARM AND HAMMER SPINBRUSH,$369.07,37.00
2275,MURRAY,$367.93,131.00
1198,FLATOUT,$367.63,97.00
604,CASA SANTIAGO,$367.54,46.00
1439,GREAT MIDWEST,$367.54,46.00
1469,HAAGEN DAZS,$367.50,245.00
1287,FUNYUNS,$367.02,136.00
3051,SHAKE & BAKE,$366.94,106.00
1549,HIPPEAS,$365.88,92.00
1976,LIPTON BRISK,$365.70,80.00
98,ALTOIDS,$365.47,157.00
1642,J,$364.85,15.00
3056,SHELTON,$363.76,24.00
3182,SOUTHERN PINES BREWING,$363.72,28.00
2979,SAVANNAH CLASSICS,$363.41,69.00
2420,ODENSE,$363.05,53.00
1336,GERBER GRADUATES,$361.68,152.00
2885,ROBITUSSIN,$361.44,42.00
1149,FAMILY FINEST,$361.09,41.00
1417,GOODBELLY,$361.00,150.00
954,DEVILS BACKBONE,$360.64,36.00
1246,FRANZISKANER,$360.60,54.00
3166,SONOMA CUTRER,$359.88,12.00
423,BOSCA,$359.55,45.00
3152,SOFT SCRUB,$359.51,89.00
1714,J R WATKINS,$359.32,34.00
1596,HUNGRY MAN,$358.33,113.00
2741,PURINA BUSY,$357.33,63.00
2048,MAGIC HAT,$356.79,21.00
245,BAR S,$355.73,127.00
2743,PURINA DENTALIFE,$355.46,80.00
1972,LINDYS,$355.35,93.00
235,BANFI,$353.81,19.00
2550,PAYDAY,$353.66,199.00
1628,IRISH SPRING,$352.78,82.00
830,COTTAGE,$352.50,141.00
2832,RED STRIPE,$351.70,34.00
1367,GIZMO,$351.68,32.00
2436,OLD CROC,$351.56,44.00
1693,JOHN SOULES,$350.61,39.00
1089,ELLIOTS,$349.65,35.00
2382,NOCCA,$349.30,70.00
635,CELSIUS,$348.60,140.00
1036,DULCOLAX,$348.27,49.00
193,AUSSIE,$348.14,68.00
1032,DUCKHORN,$347.96,4.00
390,BODEGA CATENA,$347.88,12.00
1092,ELYSIAN,$347.71,29.00
3075,SILVER FLOSS,$347.52,196.00
2938,SAHALE SNACKS,$346.18,82.00
1223,FOOTHILLS BREWING,$344.82,18.00
696,CHIMAY,$344.77,23.00
3349,TALK O TEX,$344.63,67.00
323,BETTER OATS,$343.95,109.00
754,COBBLESTONE,$343.14,86.00
2503,OYSTER BAY,$341.82,18.00
3295,SUNNY D,$341.31,103.00
2023,LUCINI ITALIA,$341.27,21.00
1734,KALO,$340.77,73.00
501,BULL CITY,$340.69,31.00
2937,SAFFRON ROAD,$340.20,70.00
3423,THREE FINGER JACK,$339.83,17.00
3186,SPAM,$339.81,109.00
3248,STONEFIRE,$339.72,88.00
2469,ORAL-B GLIDE,$339.46,64.00
2647,POLAR,$338.58,342.00
502,BULLETPROOF,$337.59,41.00
1533,HI C,$337.50,150.00
2222,MOREYS,$337.49,51.00
3338,TABASCO,$337.02,78.00
3299,SUNSHINE,$336.59,61.00
2108,MATUA,$335.76,24.00
1655,JAM JAR,$335.76,24.00
2410,O THATS GOOD,$334.80,40.00
2932,SABRETT,$334.44,56.00
3492,TROLLI,$334.17,137.00
53,AFRIN,$333.88,34.00
429,BOU,$333.52,88.00
1615,IMODIUM,$333.11,31.00
588,CAROLINA BREWERY,$332.19,41.00
1531,HESS,$331.85,15.00
1799,KENWOOD,$331.83,17.00
519,BUTTERFINGER,$331.50,179.00
1721,JUNIOR MINTS,$331.09,85.00
2195,MISTY,$330.89,11.00
3004,SCOTCH MAGIC,$330.40,112.00
862,CROISSANT POCKET,$330.00,132.00
1252,FREI BROTHERS,$329.88,12.00
3234,STELLA DORO,$329.47,103.00
1332,GERALDINES,$329.34,66.00
1366,GIULIANO,$328.83,57.00
2763,Q-TIPS,$328.07,97.00
2600,PETER MERTES,$327.68,32.00
3687,WILDSCAPE,$326.94,56.00
178,ATHENS FOODS,$326.15,59.00
3376,TERRY HOS,$325.95,51.00
46,ACT,$325.49,61.00
2852,RENUZIT,$325.44,220.00
743,CLIF BUILDERS,$324.52,108.00
3475,TRADE AND TRYON,$323.91,59.00
1208,FLORIDA CRYSTALS,$323.12,72.00
1881,LA BREA BAKERY,$323.07,61.00
867,CROWN IMPORTS,$322.81,19.00
2838,REDWOOD CREEK,$322.81,19.00
2565,PEEPS,$322.18,162.00
623,CAULIPOWER,$321.78,32.00
1428,GOYA,$321.45,231.00
450,BREAD & BUTTER,$319.84,16.00
2685,PREDATOR,$319.84,16.00
2139,METAMUCIL,$319.53,17.00
2133,MER SOLEIL,$318.89,11.00
1188,FIRESTONE WALKER,$318.73,27.00
3473,TOUFAYAN BAKERIES,$318.72,128.00
350,BLACK CREEK,$318.51,49.00
2115,MAZOLA,$318.22,58.00
3646,WELLINGTON,$318.01,59.00
457,BRIANNAS,$317.90,90.00
2562,PEDIASURE,$317.77,25.00
3541,UNDERWOOD,$317.48,54.00
1388,GODSHALLS,$317.26,74.00
3360,TASTY BITE,$316.39,85.00
3121,SLIMFAST,$316.14,30.00
791,CONAIR,$315.56,72.00
3632,WARRES,$314.85,15.00
1550,HOB NOB,$314.79,21.00
2693,PRESIDENT RONDELE,$314.55,45.00
2053,MAILLE,$313.82,58.00
554,CAMPBELLS SLOW KETTLE,$313.80,78.00
398,BOEN WINES,$311.92,8.00
1323,GEKKEIKAN,$311.66,34.00
410,BONE SUCKIN SAUCE,$311.48,52.00
3456,TOMMYS SUPERFOODS,$311.22,78.00
1369,GLACIER GOLD,$310.61,89.00
1812,KEVITA,$310.61,89.00
3708,WOOLITE,$309.85,33.00
3515,TURNING LEAF,$309.76,24.00
3063,SHOUT,$308.25,65.00
2589,PERRIER JOUET,$307.96,4.00
2,1000 STORIES,$307.86,14.00
1568,HONORO VERA,$307.78,22.00
3086,SIMPLE MILLS,$306.87,53.00
535,CAL ORGANIC,$306.27,123.00
739,CLEAR FROST,$306.16,344.00
1264,FRIEDAS,$306.01,49.00
1958,LIFE SAVERS,$305.19,85.00
1717,JUICY FRUIT,$305.03,107.00
3370,TEDDY GRAHAMS,$304.65,97.00
3571,VASELINE,$304.47,75.00
1405,GOOD 2 GROW,$304.36,104.00
3716,WRIGLEYS 5 GUM,$303.82,116.00
1815,KICKING HORSE,$303.76,24.00
360,BLENHEIM,$303.68,32.00
3002,SCOTCH,$303.32,80.00
965,DICKINSONS,$302.66,70.00
2390,NORTH COAST BREWING,$302.56,44.00
1944,LEGGS,$302.33,39.00
118,ANDERSONS MAPLE SYRUP,$301.84,56.00
2604,PETMATRIX DREAMBONE,$301.18,40.00
3573,VEETEE,$300.75,129.00
627,CAYMUS VINEYARDS,$299.97,3.00
614,CASTELLO DALBOLA,$299.88,12.00
495,BUDDIG,$299.82,148.00
484,BUBBA,$299.80,20.00
1147,FAIRBANKS,$299.79,21.00
587,CAROLINA BLONDE,$299.70,30.00
3503,TRULY GRASS FED,$299.60,40.00
1156,FARM RIDGE FOODS,$299.50,50.00
3610,VITA BONE,$299.41,79.00
2338,NEOSPORIN,$299.41,41.00
199,AVALON,$299.19,33.00
2545,PATAKS,$299.07,59.00
3676,WHOLESOME,$297.70,40.00
2868,RID-X,$296.94,32.00
898,DAKOTA BEEF,$296.73,27.00
1071,EDGE,$296.61,69.00
822,CORICIDIN,$295.53,37.00
3353,TANG,$295.26,74.00
3120,SLIM JIM,$293.58,84.00
1124,EURO CLASSIC IMPORTS,$293.58,42.00
3109,SKINNY COW,$293.51,49.00
1102,ENFAMIL,$293.03,15.00
1212,FLYING DOG,$292.77,23.00
3105,SIXPOINT,$291.78,22.00
422,BORNE OF FIRE,$289.90,10.00
1940,LEFTY ODOULS,$289.42,58.00
185,AUDUBON PARK,$288.68,42.00
386,BOBOLI,$288.51,59.00
1005,DR LOOSEN,$287.84,16.00
520,BUTTERNUT,$287.82,18.00
2340,NESQUIK,$287.71,103.00
942,DENMARKS FINEST,$287.64,36.00
982,DOCKSIDE CLASSICS,$287.64,36.00
1949,LENNY AND LARRYS,$286.89,131.00
565,CANTINA ZACCAGNINI,$285.87,13.00
84,ALLAGASH,$285.74,26.00
24,9 LIVES,$285.17,127.00
3435,TILLEN FARMS,$285.12,36.00
3637,WATKINS,$284.43,57.00
1330,GEORGES,$283.80,76.00
2220,MOORES,$282.69,81.00
644,CERAVE,$282.58,18.00
2756,PURINA WAGGIN TRAIN,$282.35,35.00
3432,TILEX,$282.19,55.00
1309,GARDEN LITES,$281.53,47.00
768,COLAVITA,$281.26,30.00
886,CUTTINGS,$279.95,5.00
2820,RED DIAMOND,$279.80,20.00
2113,MAYER BROS,$279.53,47.00
1672,JENNY,$279.44,56.00
1068,ECLIPSE,$279.30,70.00
2424,ODOUGHS,$278.99,49.00
849,CREAM OF WHEAT,$278.82,74.00
3273,SUDAFED,$277.83,37.00
88,ALLENS,$276.85,161.00
2111,MAYBELLINE,$276.81,33.00
1136,EXCEDRIN,$276.49,51.00
150,ARGO,$276.39,111.00
1957,LIBERTY SCHOOL,$275.88,12.00
2904,ROSE'S,$275.31,69.00
1935,LEAN POCKETS,$275.00,110.00
2992,SCHMITT SOHNE,$274.79,21.00
1878,L&M,$274.05,45.00
3310,SWANS DOWN,$273.05,75.00
274,BAYER,$272.89,53.00
2360,NEW CASTLE,$271.84,16.00
3644,WEIMAN,$271.82,58.00
730,CLAUSTHALER,$271.66,34.00
2677,POST SELECTS BLUEBERRY MORNING,$270.22,62.00
2219,MOON PIE,$270.05,83.00
2445,OLD SOUL,$269.85,15.00
37,ABBYS BETTER NUT BUTTER,$269.73,27.00
2811,REAL GOOD FOODS,$269.70,30.00
972,DINTY MOORE,$269.70,92.00
189,AUNTIE ANNES,$269.49,47.00
453,BREATHE RIGHT,$269.42,18.00
960,DIAMOND,$269.41,59.00
2210,MONISTAT,$269.10,14.00
3636,WATERLOO,$269.01,49.00
3586,VICKS,$268.67,19.00
1028,DUCHESS,$268.00,536.00
1800,KERNEL SEASONS,$267.94,90.00
253,BAREFOOT BUBBLY,$267.83,17.00
714,CIGAR CITY,$266.83,17.00
343,BISCOFF GOURMET,$266.74,66.00
2494,OSKAR BLUES BREWERY,$265.86,14.00
2747,PURINA FROSTY PAWS,$265.85,55.00
3350,TALL DARK STRANGER,$265.81,19.00
3036,SEGURA VIUDAS,$265.81,19.00
2035,LUVO,$265.74,56.00
3619,VOLCANO,$264.89,111.00
2055,MAKOTO,$264.47,53.00
2959,SANDEMAN,$263.89,11.00
836,COUNTRY TIME,$263.74,66.00
2574,PEOPLE,$263.56,44.00
3454,TOMBSTONE,$263.34,66.00
2891,ROJOS,$263.34,66.00
1948,LENDERS,$262.35,123.00
2024,LUCKS,$261.88,174.00
2952,SAMBAZON,$261.36,44.00
68,ALBA BOTANICA,$260.70,22.00
3142,SNACK PACK,$260.69,81.00
1586,HOT WHEELS,$260.60,156.00
3262,STUBB'S,$260.31,69.00
2533,PARLA,$260.19,31.00
746,CLINE CELLARS,$259.84,16.00
3618,VOGA,$259.80,20.00
2179,MINERVA AMISH GOURMET,$259.74,26.00
3526,TWIZZLERS,$259.60,96.00
1542,HILL AND VALLEY,$259.59,41.00
1751,KEEBLER CHIPS DELUXE,$258.58,64.00
640,CENTRUM,$257.86,22.00
188,AUNT NELLIES,$257.84,126.00
1157,FARMERS MARKET,$257.46,84.00
2383,NODA,$256.80,20.00
876,CUCINA ANTICA,$255.68,32.00
2771,QUANTA,$254.85,15.00
1964,LIGHTHOUSE SERIES,$254.85,15.00
2940,SAINT HILAIRE,$254.85,15.00
1444,GREEN CIRCLE GROWERS,$254.83,17.00
1183,FINISH JET DRY,$254.55,47.00
1418,GOODIE GIRL,$254.49,51.00
3157,SOL CUISINE,$254.28,52.00
720,CLABBER GIRL,$254.26,124.00
2081,MARLBORO LIGHTS,$253.00,4.00
3491,TROJAN,$252.80,24.00
2781,QUORN,$252.19,51.00
2504,OZV,$251.86,14.00
638,CENTERVILLE PIE CO,$251.79,21.00
1262,FRESITA,$251.79,21.00
637,CENTERVILLE,$251.79,21.00
3085,SIMPLE KNEADS,$251.64,36.00
3602,VIRGILS,$251.58,42.00
1946,LEJON,$251.58,42.00
3665,WHISPS,$251.58,42.00
675,CHEESE NIPS,$250.30,96.00
1951,LEONETTIS,$249.75,25.00
1008,DR SCHOLLS,$248.54,24.00
3076,SILVER PALATE,$248.37,63.00
3461,TOP FLIGHT,$247.91,84.00
131,ANNABELLA,$247.88,12.00
1192,FIT & FRESH,$247.79,21.00
2667,POST GRAPE NUTS,$247.78,52.00
287,BECKS NA,$247.69,31.00
3741,YUCATAN,$247.05,45.00
1197,FIXODENT,$246.56,36.00
1499,HARVEST SNAPS,$246.55,95.00
395,BODY FORTRESS,$246.49,11.00
1482,HANDI FOIL,$246.21,59.00
2384,NONE SUCH,$245.59,41.00
1217,FOLIE A DEUX,$244.91,9.00
302,BELLA SERA,$244.81,19.00
2768,QUAKER OATMEAL SQUARES,$244.51,49.00
3766,ZULKA,$243.52,68.00
2680,POWER CRUNCH,$243.50,120.00
2367,NEXXUS,$243.35,17.00
2754,PURINA PUPPY CHOW,$243.22,26.00
826,CORONA REFRESCA,$242.77,23.00
2328,NATURES WAY,$242.26,20.00
2975,SATHERS,$242.00,162.00
1159,FARMWISE,$241.89,51.00
1082,EIGHT O CLOCK,$241.78,22.00
3518,TWIN RIDGE,$241.78,22.00
1562,HOMESTYLE,$241.65,35.00
1413,GOOD SEASONS,$241.05,79.00
491,BUD ICE,$240.89,82.00
3466,TORANI,$240.81,41.00
2200,MODELO,$240.78,35.00
3176,SOUTHERN BISCUIT,$239.95,89.00
524,C K MONDAVI,$239.85,15.00
2223,MOREYS FINE FISH AND SEAFOOD,$239.76,24.00
2318,NATURES ALL FOODS,$239.60,40.00
2421,ODOMS TENNESSEE PRIDE,$239.52,48.00
725,CLAMATO,$239.39,51.00
2690,PREPARATION H,$238.98,24.00
479,BRUCES,$238.02,96.00
3743,Z ALEXANDER BROWN,$237.86,14.00
3451,TOHU,$237.83,17.00
117,ANDERSON VALLEY,$237.78,22.00
2919,RUFUS TEAGUE,$237.18,42.00
2470,ORAL-B POWER,$237.18,22.00
2920,RUG DOCTOR,$236.87,13.00
3408,THE PHILLY,$236.52,48.00
26,A L B MEATS,$236.21,79.00
1641,IZZE,$236.07,43.00
591,CAROLINA COUNTRY SNACKS,$235.61,129.00
874,CRYSTAL FARMS,$235.46,44.00
2172,MILKY WAY,$235.43,109.00
247,BARBER FOODS,$234.97,43.00
1832,KISS,$234.92,40.00
2030,LUIGIS,$234.90,52.00
1938,LEFT FIELD FARMS,$234.09,51.00
902,DANDY,$234.02,98.00
1451,GREENFIELD NATURAL MEAT,$234.00,50.00
1682,JIMS ORGANIC COFFEE,$233.82,18.00
1669,JELLY BELLY,$233.66,54.00
292,BEECHERS,$233.62,18.00
2101,MASON DIXIE,$233.61,39.00
289,BEE CITY,$233.21,29.00
2309,NATURAL ICE,$232.83,63.00
1773,KELLOGGS CORN POPS,$232.64,82.00
1235,FOUR GRACES,$231.92,8.00
3317,SWEET N LOW,$231.66,92.00
2899,ROOTS,$231.42,58.00
1063,EASY OFF,$231.40,44.00
2254,MRS MILLERS HOMEMADE,$231.21,63.00
2641,PLEDGE,$230.99,43.00
1640,IVORY,$230.73,91.00
3631,WALLABY,$230.67,33.00
1723,JUST FOR MEN,$230.28,24.00
583,CARMEL ROAD,$229.90,10.00
1249,FREAKSHOW,$229.89,11.00
329,BICYCLE,$229.49,51.00
3529,TY LING,$229.42,54.00
3280,SUMMERS EVE,$228.92,58.00
3168,SONOMA GOURMET,$228.78,22.00
3312,SWEDISH FISH,$228.78,82.00
2633,PIROULINE,$228.55,45.00
1204,FLINTSTONES,$228.22,20.00
3184,SOUTHERN TIER,$227.88,12.00
2141,MEZZACORONA,$227.88,12.00
596,CARR VALLEY,$227.81,19.00
486,BUBBIES,$227.62,38.00
369,BLUE DOG,$226.01,43.00
3701,WOLFGANG PUCK,$225.76,74.00
1472,HAGY'S,$225.70,30.00
1423,GORILLA,$225.62,54.00
3565,VALLEY FRESH,$225.37,67.00
3732,YOO HOO,$225.36,44.00
467,BRITE CONCEP,$225.31,49.00
1589,HOUSE OF TSANG,$225.04,46.00
581,CARLO ROSSI,$224.81,19.00
2109,MAVERICK,$224.70,10.00
741,CLEARBLUE,$223.95,15.00
3488,TRIVENTO,$223.86,14.00
2607,PEZ,$223.80,60.00
362,BLISTEX,$223.29,91.00
2860,RIB RACK,$223.11,39.00
1495,HARIBO,$223.06,122.00
3358,TASTERS CHOICE,$222.57,21.00
654,CHAPSTICK,$222.30,122.00
1383,GO MACRO,$221.26,74.00
1293,G HUGHES SMOKEHOUSE,$221.10,46.00
2626,PILSNER URQUELL,$220.87,13.00
1548,HINT,$220.85,155.00
438,BRACH'S,$220.04,96.00
1333,GERARD BERTRAND,$219.90,10.00
1166,FEDERALIST,$219.89,11.00
2311,NATURAL LIGHT NATURDAYS,$219.89,11.00
1493,HARDSCOOP,$219.78,22.00
2789,RAILHOUSE,$219.78,22.00
1648,JA RU,$219.69,53.00
2041,M AND M,$219.60,40.00
3240,STEVES ICE CREAM,$219.60,40.00
3489,TRIX,$219.46,54.00
3364,TAYLORS OF HARROGATE,$219.38,52.00
2432,OHIO PYLE,$218.86,14.00
2074,MARIANI,$218.45,55.00
2014,LOUISIANA FISH FRY,$218.31,79.00
1848,KNOX,$217.83,77.00
2149,MICHELINAS,$217.81,149.00
261,BARRITT,$217.21,29.00
224,BAKERS JOY,$217.17,63.00
1214,FOGWOOD FOOD,$216.90,30.00
2848,RELAX,$216.82,18.00
38,ABREVA,$216.06,10.00
2575,PEPCID,$216.02,18.00
222,BAKEN-ETS,$216.00,108.00
2670,POST HONEY GRAHAM OHS,$215.99,71.00
941,DEMETS TURTLES,$215.93,125.00
3673,WHITEHAVEN,$215.91,9.00
3444,TOAD HOLLOW,$215.88,12.00
1331,GEORGES DUBOEUF,$215.84,16.00
3159,SOLEIL,$215.82,18.00
2352,NEW CASTLE,$215.76,24.00
1454,GRIZZLY,$215.73,47.00
1692,JOHN MACYS,$215.52,48.00
2955,SAMUEL SMITH,$215.52,48.00
1449,GREEN VALLEY,$215.43,87.00
208,AZUMAYA,$215.28,72.00
2007,LOTUS BISCOFF,$215.27,53.00
1894,LA MOLISANA,$215.26,94.00
2947,SALLY HANSEN,$214.88,36.00
1295,GABBIANO,$214.84,16.00
91,ALMOND JOY,$214.73,57.00
1993,LOFTHOUSE COOKIE,$214.57,43.00
691,CHI-CHIS,$214.49,61.00
3642,WEIGHT WATCHERS,$214.24,36.00
1577,HORMEL MARY KITCHEN,$213.97,73.00
2492,OSCAR MAYER,$213.86,84.00
2653,POM TEA,$212.50,85.00
2650,POLLY O,$211.95,55.00
3625,WAHLBURGER,$211.85,15.00
508,BUNNY,$211.81,59.00
72,ALDENS,$211.22,28.00
2500,OVALTINE,$210.70,38.00
3084,SIMPLE,$210.49,35.00
3731,YOO HOO,$209.83,37.00
2766,QUAKER GRITS,$208.95,105.00
2851,RENU,$208.74,38.00
240,BANTAM BAGELS,$208.18,42.00
469,BROADBENT,$207.84,16.00
2349,NEVADA COUNTY,$207.84,16.00
481,BRUMMEL & BROWN,$207.72,68.00
3288,SUNBELT BAKERY,$207.13,77.00
3603,VIRGINA SLIMS,$206.97,3.00
1458,GRUET,$206.91,9.00
1438,GREAT LAKES BREWING,$206.82,18.00
905,DANNON,$206.79,61.00
2012,LOUIS KEMP,$206.64,56.00
2471,ORANGINA,$206.47,53.00
2733,PURELY ELIZABETH,$206.14,26.00
1771,KELLOGGS COCOA KRISPIES,$204.75,45.00
1487,HANNAH'S,$204.67,33.00
443,BRANCOTT VINEYARDS,$203.88,12.00
3653,WESTBROOK,$203.82,18.00
1387,GODIVA,$203.68,64.00
2530,PARKAY,$202.38,82.00
3719,WYLERS,$202.07,53.00
3558,V ZZZQUIL,$201.62,30.00
2425,O DOULS,$200.72,28.00
971,DINGO,$200.26,42.00
3231,STEEL RESERVE,$200.00,100.00
2865,RICKSHAW,$199.90,10.00
1226,FORMULA 409,$199.85,51.00
2229,MOTHER EARTH,$199.80,20.00
3682,WIDMER BROTHERS,$199.80,20.00
650,CHAMELEON COLD BREW,$199.80,20.00
115,ANCIENT HARVEST,$199.79,37.00
3675,WHOLE EARTH,$199.50,50.00
322,BETTER CHEDDARS,$199.50,50.00
1581,HOSTESS SUZY QS,$199.50,50.00
2511,PAGODA,$199.41,49.00
2628,PINE SOL,$199.39,55.00
3389,THE CAROLINA NUT CO,$199.29,43.00
3368,TEAVANA,$198.72,48.00
2117,MCCANNS,$198.63,23.00
2256,MRS RENFROS,$198.26,40.00
1855,KONA BREWING,$197.89,11.00
3630,WALKERS SHORTBREAD,$197.81,39.00
626,CAYMAN JACK,$197.80,20.00
1645,J R WATKINS,$197.67,33.00
865,CROWLEY,$197.46,114.00
3241,STEVIA IN THE RAW,$197.24,46.00
1218,FOLLOW YOUR HEART,$196.66,34.00
3297,SUNNY SOUTH,$196.63,107.00
3129,SMARTMADE,$196.50,50.00
3009,SCRIPTO,$196.34,36.00
737,CLEAR CARE,$196.02,20.00
3596,VILLA ANTINORI,$195.93,7.00
2595,PET FACTORY,$195.72,28.00
757,COCA COLA,$195.49,51.00
2234,MOUNDS,$195.23,173.00
3122,SLOW PRESS,$194.87,13.00
712,CIELO,$194.85,15.00
1072,EDMUNDS,$194.85,15.00
693,CHILDRESS,$194.80,20.00
2274,MURPHY,$194.70,30.00
2930,SABINES COLLECTIONS,$194.70,30.00
1430,GRAINFUL,$194.61,39.00
358,BLAKES,$194.15,43.00
2678,POST SHREDDED WHEAT,$194.12,48.00
1343,GHOST PINES,$193.92,8.00
17,4505 MEATS,$193.07,43.00
2143,MI DEL,$192.96,44.00
1526,HERKHIMER,$192.60,40.00
1385,GO WILD,$192.27,23.00
2250,MRS DASH,$192.16,54.00
2265,MUG,$192.15,35.00
1584,HOT SHOT,$192.10,34.00
1930,LE GRAND,$191.88,12.00
1841,KITCHFIX,$191.76,24.00
1806,KEURIG DONUT HOUSE,$191.76,24.00
1696,JOHNSONS,$191.70,42.00
148,ARBYS,$191.55,55.00
1927,LAYS SIMPLY NATURAL,$191.52,48.00
672,CHECKERS RALLYS,$191.39,55.00
3617,VLASIC,$191.29,63.00
628,CEDARLANE,$191.01,39.00
3486,TRIPLE C,$190.86,14.00
1816,KIDFRESH,$190.15,49.00
